order,park,landbird?,Common Name,Latin Name,4-letter code,Present in GULN point count,‘Present’ in NPSpecies & classified as park breeding,landbird or not,food,where,guild
1123,JELA,no,Greater Scaup,Aythya marila,GRSC,no,yes,not landbird,NA,NA,NA_NA
1190,JELA,no,Canvasback,Aythya valisineria,CANV,no,no,not landbird,NA,NA,NA_NA
134,JELA,yes,Tufted Titmouse,Baeolophus bicolor,TUTI,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1191,JELA,no,Upland Sandpiper,Bartramia longicauda,UPSA,no,no,not landbird,NA,NA,NA_NA
141,JELA,yes,Cedar Waxwing,Bombycilla cedrorum,CEDW,no,yes,,Frugivore, upper-canopy gleaner,Frugivore_ upper-canopy gleaner
1124,JELA,no,American Bittern,Botaurus lentiginosus,AMBI,no,yes,not landbird,NA,NA,NA_NA
1125,JELA,no,Great Horned Owl,Bubo virginianus,GHOW,no,yes,not landbird,NA,NA,NA_NA
1094,JELA,no,Cattle Egret,Bubulcus ibis,CAEG,yes,yes,not landbird,NA,NA,NA_NA
1126,JELA,no,Bufflehead,Bucephala albeola,BUFF,no,yes,not landbird,NA,NA,NA_NA
1127,JELA,no,Common Goldeneye,Bucephala clangula,COGO,no,yes,not landbird,NA,NA,NA_NA
1128,JELA,no,Red-tailed Hawk,Buteo jamaicensis,RTHA,no,yes,not landbird,NA,NA,NA_NA
1095,JELA,no,Red-shouldered Hawk,Buteo lineatus,RSHA,yes,yes,not landbird,NA,NA,NA_NA
1169,JELA,no,Broad-winged Hawk,Buteo platypterus,BWHA,no,noa,not landbird,NA,NA,NA_NA
1096,JELA,no,Green Heron,Butorides virescens,GRHE,yes,yes,not landbird,NA,NA,NA_NA
1129,JELA,no,Dunlin,Calidris alpina,DUNL,no,yes,not landbird,NA,NA,NA_NA
1170,JELA,no,White-rumped Sandpiper,Calidris fuscicollis,WRSA,no,noa,not landbird,NA,NA,NA_NA
1130,JELA,no,Western Sandpiper,Calidris mauri,WESA,no,yes,not landbird,NA,NA,NA_NA
1192,JELA,no,Pectoral Sandpiper,Calidris melanotos,PESA,no,no,not landbird,NA,NA,NA_NA
1131,JELA,no,Least Sandpiper,Calidris minutilla,LESA,no,yes,not landbird,NA,NA,NA_NA
1171,JELA,no,Semipalmated Sandpiper,Calidris pusilla,SESA,no,noa,not landbird,NA,NA,NA_NA
153,JELA,yes,Chuck-will's-widow,Caprimulgus carolinensis,CWWI,no,noa,,Insectivore,nocturnal,Insectivore_nocturnal
161,JELA,yes,Whip-poor-will,Caprimulgus vociferus,EWPW,no,no,,Insectivore,nocturnal,Insectivore_nocturnal
168,JELA,yes,Canada Warbler,Cardellina canadensis,CAWA,no,noa,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
174,JELA,yes,Wilson's Warbler,Cardellina pusilla,WIWA,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
182,JELA,yes,Northern Cardinal,Cardinalis cardinalis,NOCA,yes,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
1097,JELA,no,Turkey Vulture,Cathartes aura,TUVU,yes,yes,not landbird,NA,NA,NA_NA
191,JELA,yes,Veery,Catharus fuscescens,VEER,no,noa,,Insectivore, ground gleaner,Insectivore_ ground gleaner
198,JELA,yes,Hermit Thrush,Catharus guttatus,HETH,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
205,JELA,yes,Gray-cheeked Thrush,Catharus minimus,GCTH,no,noa,,Insectivore, ground gleaner,Insectivore_ ground gleaner
